 16  9 30  0  0  0.0000000  0  9G24G10G18G21G27G15G32G08G14
 16  9 30  0  0 30.0000000  0  9G24G10G18G21G27G15G32G08G14
 16  9 30  0  1  0.0000000  0  9G24G10G18G21G27G15G32G08G14
 16  9 30  0  1 30.0000000  0  9G24G10G18G21G27G15G32G08G14
 16  9 30  0  2  0.0000000  0  9G24G10G18G21G27G15G32G08G14
 16  9 30  0  2 30.0000000  0  9G24G10G18G21G27G15G32G08G14
 16  9 30  0  3  0.0000000  0  9G24G10G18G21G27G15G32G08G14
 16  9 30  0  3 30.0000000  0  9G24G10G18G21G27G15G32G08G14
 16  9 30  0  4  0.0000000  0  9G24G10G18G21G27G15G32G08G14
 16  9 30  0  4 30.0000000  0  9G24G10G18G21G27G15G32G08G14
 16  9 30  0  5  0.0000000  0  9G24G10G18G21G27G15G32G08G14
 16  9 30  0  5 30.0000000  0  9G24G10G18G21G27G15G32G08G14
 16  9 30  0  6  0.0000000  0  9G24G10G18G21G27G15G32G08G14
 16  9 30  0  6 30.0000000  0  9G24G10G18G21G27G15G32G08G14
 16  9 30  0  7  0.0000000  0  9G24G10G18G21G27G15G32G08G14
 16  9 30  0  7 30.0000000  0  9G24G10G18G21G27G15G32G08G14
 16  9 30  0  8  0.0000000  0  9G24G10G18G21G27G15G32G08G14
 16  9 30  0  8 30.0000000  0  9G24G10G18G21G27G15G32G08G14
 16  9 30  0  9  0.0000000  0  9G24G10G18G21G27G15G32G08G14
 16  9 30  0  9 30.0000000  0  9G24G10G18G21G27G15G32G08G14
 16  9 30  0 10  0.0000000  0 10G24G10G18G21G27G15G11G32G08G14
 16  9 30  0 10 30.0000000  0 10G24G10G18G21G27G15G11G32G08G14
 16  9 30  0 11  0.0000000  0 10G24G10G18G21G27G15G11G32G08G14
 16  9 30  0 11 30.0000000  0 10G24G10G18G21G27G15G11G32G08G14
 16  9 30  0 12  0.0000000  0 10G24G10G18G21G27G15G11G32G08G14
 16  9 30  0 12 30.0000000  0 10G24G10G18G21G27G15G11G32G08G14
 16  9 30  0 13  0.0000000  0 10G24G10G18G21G27G15G11G32G08G14
 16  9 30  0 13 30.0000000  0 10G24G10G18G21G27G15G11G32G08G14
 16  9 30  0 14  0.0000000  0 10G24G10G18G21G27G15G11G32G08G14
 16  9 30  0 14 30.0000000  0 10G24G10G18G21G27G15G11G32G08G14
 16  9 30  0 15  0.0000000  0 10G24G10G18G21G27G15G11G32G08G14
 16  9 30  0 15 30.0000000  0 10G24G10G18G21G27G15G11G32G08G14
 16  9 30  0 16  0.0000000  0 10G24G10G18G21G27G15G11G32G08G14
 16  9 30  0 16 30.0000000  0 10G24G10G18G21G27G15G11G32G08G14
 16  9 30  0 17  0.0000000  0 10G24G10G18G21G27G15G11G32G08G14
 16  9 30  0 17 30.0000000  0 10G24G10G18G21G27G15G11G32G08G14
 16  9 30  0 18  0.0000000  0 10G24G10G18G21G27G15G11G32G08G14
 16  9 30  0 18 30.0000000  0  9G24G10G18G21G27G11G32G08G14
 16  9 30  0 19  0.0000000  0  9G24G10G18G21G27G11G32G08G14
 16  9 30  0 19 30.0000000  0  9G24G10G18G21G27G11G32G08G14
 16  9 30  0 20  0.0000000  0  9G24G10G18G21G27G11G32G08G14
 16  9 30  0 20 30.0000000  0  9G24G10G18G21G27G11G32G08G14
 16  9 30  0 21  0.0000000  0  9G24G10G18G21G27G11G32G08G14
 16  9 30  0 21 30.0000000  0  9G24G10G18G21G27G11G32G08G14
 16  9 30  0 22  0.0000000  0  9G24G10G18G21G27G11G32G08G14
 16  9 30  0 22 30.0000000  0  9G24G10G18G21G27G11G32G08G14
 16  9 30  0 23  0.0000000  0  9G24G10G18G21G27G11G32G08G14
 16  9 30  0 23 30.0000000  0  9G24G10G18G21G27G11G32G08G14
 16  9 30  0 24  0.0000000  0  9G24G10G18G21G27G11G32G08G14
 16  9 30  0 24 30.0000000  0  9G24G10G18G21G27G11G32G08G14
 16  9 30  0 25  0.0000000  0  9G24G10G18G21G27G11G32G08G14
 16  9 30  0 25 30.0000000  0  9G24G10G18G21G27G11G32G08G14
 16  9 30  0 26  0.0000000  0  9G24G10G18G21G27G11G32G08G14
 16  9 30  0 26 30.0000000  0  9G24G10G18G21G27G11G32G08G14
 16  9 30  0 27  0.0000000  0  9G24G10G18G21G27G11G32G08G14
 16  9 30  0 27 30.0000000  0  9G24G10G18G21G27G11G32G08G14
 16  9 30  0 28  0.0000000  0  9G24G10G18G21G27G11G32G08G14
 16  9 30  0 28 30.0000000  0  9G24G10G18G21G27G11G32G08G14
